"X1.mean.Tube4" "X1.sd.Tube4" "X1.median.Tube4" "X1.skew.Tube4" "X1.kurtosis.Tube4" "X2.mean.Tube4" "X2.sd.Tube4" "X2.median.Tube4" "X2.skew.Tube4" "X2.kurtosis.Tube4" "X3.mean.Tube4" "X3.sd.Tube4" "X3.median.Tube4" "X3.skew.Tube4" "X3.kurtosis.Tube4" "X4.mean.Tube4" "X4.sd.Tube4" "X4.median.Tube4" "X4.skew.Tube4" "X4.kurtosis.Tube4" "X5.mean.Tube4" "X5.sd.Tube4" "X5.median.Tube4" "X5.skew.Tube4" "X5.kurtosis.Tube4" "X6.mean.Tube4" "X6.sd.Tube4" "X6.median.Tube4" "X6.skew.Tube4" "X6.kurtosis.Tube4" "X7.mean.Tube4" "X7.sd.Tube4" "X7.median.Tube4" "X7.skew.Tube4" "X7.kurtosis.Tube4" "Class"
"15" 0.524313508577476 0.15712906420173 0.49266862170088 1.06280774550789 1.42681240604677 0.00474751338709636 0.0060189000020041 0.00372008955823949 40.524941675411 2884.5362170692 0.00133492465138865 0.00409635217772656 0.000432841178704435 9.7570470105967 133.600141255068 0.00823598187103067 0.021200615781317 0.000994213231900376 6.10164421770694 54.9018902234877 0.0342912961162947 0.0432970792029729 0.0229847137389876 5.51715224182231 61.3357579633259 0.00586659800451161 0.0201546066137249 4.59070122642825e-05 6.78907359547721 82.9881700874868 0.000324662590756876 0.00145399919594727 3.70031270843639e-05 8.96032528851214 114.395612401357 "aml"
"19" 0.516347020918658 0.12907258520035 0.488758553274682 1.28195898976717 2.51554548632164 0.00491749065969664 0.0038909971305461 0.00415548105057047 26.0137937249308 1440.47224731162 0.00287103413728841 0.0140864846216758 0.000271829849376385 10.5464419563276 202.156221948509 0.0033451676359962 0.00428884088003032 0.00281665923997712 18.109824805272 565.478023065108 0.01280656933565 0.0159474430727844 0.00871770243799951 5.37954803770678 39.491993982292 0.00147584939634533 0.0155260178119246 0.000145838990791099 15.1390788022659 252.309759065929 0.0382037785062028 0.0286368453968097 0.0348150008718116 0.839629450044905 1.10431736474947 "aml"
"20" 0.604185239491691 0.183105327675279 0.585532746823069 0.341015068305703 -0.181066536327566 0.00755987475283003 0.00534259135285525 0.00633630338131542 6.22399762017813 127.915647102748 0.01784461710109 0.030013790343303 0.00633630338131542 4.98024024015416 55.7919490893802 0.0150025852910299 0.0243893603555857 0.00795921779939476 9.17003370318544 215.93330122453 0.0141640293891123 0.0214121345849383 0.00687899374797346 10.9622954445106 341.635926398518 0.00790667995548157 0.0255947533676779 0.000526486185275413 6.48597184250181 61.5541834396247 0.000404518181719309 0.00235521864192279 6.69835430188581e-05 71.5452991277336 8707.70082983884 "aml"
"21" 0.592570120560443 0.211443480592356 0.55425219941349 0.32354213520331 -0.51211103703604 0.00679119178075 0.00680723538136826 0.00481415440136079 8.3401678491679 180.743255764334 0.011081461474413 0.0294389869240769 0.00111892607745003 7.63928496400089 105.454620187747 0.0128838336855577 0.0165306334830629 0.00781553699311047 5.50519439526518 90.0566712567002 0.0183115450383173 0.0212423843172211 0.00981143970645925 2.70057832158339 15.0964756497967 0.0042686037392018 0.0192682048393418 8.10639306957818e-05 6.59843232980979 56.7699793746624 0.000441426266309669 0.00217983185497985 5.67935637390709e-05 11.7028003922939 205.236345224295 "aml"
"22" 0.56347018572825 0.1565773268155 0.532746823069404 0.799198240120327 0.576175639054946 0.00806180266879195 0.00689123970378072 0.00572998834597067 27.3063757437499 2343.08527065987 0.0120751009980336 0.0200944293718009 0.00137234379922346 2.63612061053862 16.016626906908 0.00219123422882797 0.00618898860793014 0.00110801154858014 38.6567423602353 2373.85917299608 0.0171294255246988 0.0160815528534433 0.0131171206077059 5.31488735324335 58.8481449557663 0.000206658004168558 0.00226763235267748 1.86384797530087e-05 26.426522549846 788.964842084265 0.000440337565474948 0.00118113281786368 0.000139293846727487 9.48060382965859 167.125705568528 "aml"
"23" 0.710395992179863 0.24176808459698 0.748778103616813 -0.52455766047651 -0.801513071975032 0.0113933609439482 0.0138852835967583 0.00739968206153071 14.8254797447787 846.217961260848 0.00723259320170302 0.0125828190312629 0.00361838850276475 4.95976431677345 35.8909487298128 0.0197554906500829 0.0431271973163293 0.00339149108628107 7.53668679068889 115.075854588193 0.0148547339112228 0.0152470092837822 0.0106471429975129 4.61886191320958 61.0055649786032 0.0014054166239192 0.00997100120241597 0.000145838990791099 12.860012144931 198.706983056532 0.000205913501776611 0.0023128893888829 9.98954707344245e-05 130.513150936918 20003.1146303182 "aml"
"27" 0.513854936461388 0.23892167363931 0.484848484848485 0.533950869342818 -0.585005947819849 0.015024681275289 0.0163237687271817 0.0108422223280047 11.5927862152157 521.862609991602 0.0307250500883212 0.0541241271739352 0.00149648819310725 4.25315821102005 33.4682508245283 0.0319106708638091 0.0520568094981709 0.0215760793036145 6.2155734347483 69.5205312982433 0.0242730386931789 0.0301417722993148 0.0151628943152212 3.30505986595208 21.691811231966 0.0390688508253974 0.0696402689998905 0.00216730667170866 3.09947254167462 17.2719451921192 0.0811492614197357 0.188217573577138 0.000447415067794601 2.98006398944 9.35544297896306 "aml"
"29" 0.68659752362333 0.202212938845777 0.688172043010753 -0.305192706877921 -0.404445545945967 0.00840152160554186 0.00860024903181324 0.00700567468189498 14.0938476134734 373.80638443143 0.00798172323238171 0.0127912326369175 0.00233646624477618 2.91817644525212 13.8113087540575 0.0675831827148876 0.0713008919402534 0.0517665185702363 3.37109650640791 25.3640655162759 0.0277508377751207 0.0305199421184251 0.0193583364495313 5.46886309378171 55.9156773106021 0.00540085430693338 0.0210483215499118 0 8.3024194806393 103.004824614903 0.00201254849386499 0.00364281338266463 0.000588544701147164 3.98040715281828 24.1572853578477 "aml"
"30" 0.527302150537634 0.115639001465993 0.521016617790811 0.846430604732245 2.4671268791211 0.00405930745245269 0.00188890275825291 0.00389581013996388 16.4081043633674 601.129141766424 0.00167962300290902 0.00651982608606218 0.000856109512046512 13.5969406761659 243.865491121704 0.00203516482397113 0.00349126004778721 0.00129499152157181 44.1830329664223 4271.11922169513 0.0123351247177244 0.0096701931081789 0.0104555415629423 4.78490552915946 33.877970109955 0.0011440168053761 0.0140503626501157 0 16.0254911392709 291.204073583754 7.43708683042556e-05 0.000367341209180035 3.70031270843639e-05 39.1093221185616 2424.34418082187 "aml"
"33" 0.595191658520691 0.254782004370011 0.521016617790811 0.358852219310706 -1.19734514600959 0.00892568697686491 0.010966914948133 0.0050402008208536 22.4544392859854 1424.81402858332 0.0115930069551578 0.0235413940340994 0.000391406439235989 5.59994576987475 113.774150489048 0.0256704832088284 0.0401785255664859 0.0105509114446488 4.87455781566984 68.0493076215751 0.0172136943685093 0.0210252526002177 0.00455598152931089 2.19714705580592 19.8821074700132 0.00681161127339921 0.0317653278140918 0 5.82573376118992 40.9099931529034 0.000669110926722394 0.00350570573616681 0.000109090913219194 41.8117019543036 3933.78488534058 "aml"
"34" 0.641078494623656 0.196859524086624 0.617790811339198 0.265750848544433 -0.463814960940058 0.0117868316245915 0.0113875493605954 0.00803203328395877 3.33892227206596 22.0929254662312 0.0104078377780756 0.0171485862890214 0.00594355825820715 14.4826000680694 697.143759534769 0.0157545511872058 0.0246689973874063 0.00687899374797346 4.56987597164856 52.2285583539641 0.00878904037678063 0.0117083249052294 0.00427187199981107 3.68088247559442 20.968200849711 0.00658440299089603 0.027376732477661 0.000199634237524189 6.0099601628451 44.7397670885104 0.000152414416402009 0.000930391224145065 5.96398184106353e-05 25.0269371613983 947.42355691157 "aml"
"38" 0.444136461388074 0.123971790429792 0.43010752688172 2.07926978510617 7.18508424858158 0.00404846026483023 0.00902304868629361 0.00358509342803802 94.0655061846874 9922.34524598916 0.000861046861660613 0.00408767318366597 0.000428069952643396 18.6036309608997 444.435971887831 0.000756991932388266 0.0130365940415289 0.000391406439235989 62.7562590402407 4128.96202470662 0.0060558875554306 0.01056348705384 0.00254190251063716 13.3433832480496 529.940759125171 0.000528921110740846 0.0062990042047489 7.31010055664622e-05 25.1070858623926 764.53343936085 0.000174870777492054 0.00565615981103528 2.98049403958777e-05 165.394180871245 28179.6935891523 "aml"
"39" 0.695800488758553 0.215384558403161 0.699902248289345 -0.0976529425443941 -1.13764610208906 0.0102599902782056 0.011813561745599 0.00694204935979407 11.6216005831187 489.996233635439 0.0269335439806122 0.0472097119132278 0.00750162825021728 5.57098422598521 54.0747441074157 0.0129153641007717 0.0211689747446711 0.00382457221570611 3.34949660938656 18.8074827160325 0.0152776502740069 0.0171148982386576 0.00788705431514685 5.01777895555596 131.670748714796 0.0404059650767823 0.11453941332784 0.000727955386166665 3.98154761680511 18.066667821409 0.0157566560930199 0.0159649828618163 0.0125358827648212 2.88159624900839 27.563684318079 "aml"
"40" 0.404703304538335 0.123714612613963 0.371456500488759 2.36517607775669 7.48376414618032 0.00562919321405885 0.00514651222950518 0.00396834115519857 5.57297019110899 58.4836989515902 0.0106614772345794 0.0243363950620755 0.00103429783328609 4.90698814892826 41.9557580839342 0.0111948373216903 0.0378651524795977 0.000891134969745835 7.18391936421685 78.6817573926332 0.0264682353835254 0.0290515229934283 0.0164498159810299 4.8689440733407 47.1811035541953 0.00761175414499082 0.0351747578910786 6.10822616879403e-05 6.7622285652251 64.6841896666499 0.000241694297436117 0.00105809323682268 5.12523797690392e-05 15.5363132774259 452.044847034577 "aml"
"42" 0.590399452121046 0.196089829452555 0.574780058651026 0.223669747955215 -0.149939988023831 0.00652076826726775 0.00950902243253872 0.00423272553991279 22.4837841330049 1087.98173629854 0.0136259859315185 0.0291743043773491 0.00116357927558203 5.97064864278644 64.8132924435147 0.0159980523240332 0.032966978316351 0.00781553699311047 15.2784716391384 384.260103409506 0.0145110357295407 0.0196933977269451 0.00726597672038432 5.95925378567284 84.6195973543427 0.00696511439886659 0.0311841079334856 0.000168976776235128 8.401003028448 102.531619230427 0.000687586637886926 0.00214002149975693 2.73535035296556e-06 5.62936294420863 44.0259731290715 "aml"
"43" 0.474233137829912 0.10695151279101 0.465298142717498 0.888024355239583 2.80778083237221 0.0084276098490215 0.0051455064661873 0.00703777477176455 3.28822905242965 18.1267597641915 0.00223326792421079 0.00665456757161325 0.000766040927452811 6.4432221471374 49.6197924890992 0.0187375627258686 0.0236674939823811 0.0106471429975129 5.01928540313878 102.183436140056 0.0105717104985786 0.00994058932290852 0.00739968206153071 4.61842192619605 93.3929723301502 0.00139471649880843 0.00738058225586735 0.000292448220670521 9.8940743836336 107.605143514196 0.000289352888538497 0.000668949283491204 0.000143637623577528 19.4155314266337 734.082500422563 "aml"
"44" 0.675655913978495 0.19618604639819 0.709677419354839 -0.605929351337505 0.00857893030857459 0.0219524494930663 0.0240359256506807 0.020253400021739 17.6579003089171 580.159549769747 0.0212640351412289 0.0304424725513701 0.0165993444008957 10.6211754536015 240.651949109044 0.0251193338847392 0.0320554332089528 0.0193583364495313 6.5217289961758 98.4899716995793 0.0250932790787898 0.0274979368378545 0.0167502238167401 4.82177232864792 46.8459133210001 0.0597196232526409 0.0696166044104214 0.0416962268544384 3.81178320414476 30.6553902595154 0.000547869531842075 0.00686090458638109 0 88.4986764938341 9697.14057414671 "normal"
"45" 0.519309776962038 0.251641391552273 0.485826001955034 0.489013189377086 -0.811406302639716 0.0219928030498316 0.0519286007956964 0.012422739164572 12.2336627132767 194.219190756798 0.0236482111335527 0.044943809948578 0.00459804862156865 5.58680760162299 61.8299256256386 0.010720100944721 0.0229747335917566 0.0035520964821966 16.8125754224017 551.121021621916 0.0337786523061543 0.0444210139344111 0.0227780098041644 6.85904153484675 86.5765126696065 0.0218306557048521 0.048732613678725 0.00116357927558203 4.86954409365732 41.3591960046206 0.000736147007057497 0.00402390469676174 6.69835430188581e-05 34.140400780379 1910.62276960624 "normal"
"46" 0.749628510915608 0.220068272793131 0.789833822091887 -0.950389426681692 0.192576090583107 0.0201631698979982 0.0229968171708992 0.0180073831685881 16.1648955854262 467.588966107585 0.0327105270225867 0.0384458745097557 0.0260825544713011 6.03460708217772 73.4173729224642 0.0184429057334814 0.022644257868981 0.0148907855657592 6.13393591459825 100.679475668021 0.0169540761610834 0.0206141385893289 0.0128814841385977 6.56815888812393 80.2679477726581 0.108498867097644 0.122401557730911 0.0769481340144924 2.0293139237137 7.43171508195432 0.000253503294222638 0.0032047978020337 3.21613050869596e-05 74.9829657920036 7014.61321773998 "normal"
"47" 0.669881296839361 0.207646146282827 0.70772238514174 -0.553258629484402 -0.353699661485309 0.0146038747040665 0.010593798033477 0.0147565558273105 2.80088086776795 27.1976271246815 0.0251842298431087 0.0273395434131148 0.0217719237424689 4.04866303340192 46.7085778654821 0.00701505871154077 0.0175936028262331 0.00179402142947384 30.9573278072849 1548.84526148768 0.0100514272817166 0.0106644086254913 0.00803203328395877 9.33557185127753 315.908133864221 0.0466630797411771 0.0820651744775502 0.00181113408837928 2.43699100631258 9.18774455411567 0.00024005431285275 0.0011703604822809 1.24051068878944e-05 12.341056928652 204.854579999361 "normal"
"48" 0.545133373241961 0.23241476313495 0.559139784946237 0.307990417314434 -1.02067726051934 0.0151189063847904 0.0251879064108801 0.0134786192829801 16.7275074557904 497.732573685811 0.0198819703250178 0.0321117101302658 0.00937557281383514 8.20597368914491 164.604735404383 0.0113569178730563 0.020186993169857 0.00400509889032558 13.3818669577305 401.941669864874 0.0330206980969249 0.0326463371524544 0.0247070148446256 6.91149414576182 98.0334927390013 0.0543773101297288 0.0783884905884443 0.0223701379319196 3.79442976152354 26.731243613151 0.00050056627497091 0.0046375080629526 0 63.3738954223144 5069.57988052329 "normal"
"49" 0.553133659172369 0.221702543479612 0.552297165200391 0.232760652383616 -0.590262951918144 0.0226420529082574 0.0259859580071489 0.0190114308927937 13.7149707021726 411.795188531097 0.0411835420136717 0.0534246323962589 0.0318116709733884 4.90634264163053 46.5451652187883 0.0181477977114115 0.0304633278424812 0.00557477852064849 5.75981113031322 81.2895018387524 0.0240046692356824 0.0262931015320277 0.0176845625566449 6.02496271954702 91.867777551253 0.0191926976082749 0.0447082013728912 0.000766040927452811 5.01776541518014 46.1579196530451 0.000563086009878866 0.00814467746945533 4.85556572830058e-05 100.542032430269 11357.0298518497 "normal"
"50" 0.58639936145379 0.285516299021015 0.656891495601173 -0.119525342633808 -1.3978667918526 0.0128877981084584 0.0170130761675554 0.0108422223280047 14.0530235701295 495.72196884438 0.0403072350535892 0.0595671871720023 0.0306839638618429 5.79615032684879 54.6522459760827 0.00930100613813468 0.019087980846543 0.00229302847627577 9.92522272543599 255.77865065348 0.00720189928416861 0.0115422441897923 0.00372008955823949 15.2105985970703 690.759713157629 0.0508994419706097 0.101540427920309 0.00386003099201799 4.05151423872659 23.33535494904 0.000267339650777197 0.0103902134701451 0 80.6584743421325 6943.53160695329 "normal"
"51" 0.593845291625937 0.22249267999545 0.643206256109482 -0.333209661684351 -0.723671987140618 0.0132636776172274 0.00911607009248335 0.0137250947830573 3.72676995839018 87.1476859714626 0.0244278461525468 0.0243832393604417 0.0227780098041644 1.75306230911884 9.77921702793129 0.00757655941294239 0.0258886741844698 0.00149648819310725 25.5238818382299 868.668164334911 0.014743301912038 0.0218882433157483 0.00871770243799951 4.47151059638654 36.8436443957513 0.0197384453137639 0.0382721262449214 0.0015109126258803 2.66708057190048 9.13395955547269 0.000255722035664041 0.00276011444441858 2.18836068449135e-05 111.639147136808 16281.6449024986 "normal"
"53" 0.608408927989573 0.206234397225824 0.632453567937439 -0.321909441450571 -0.442072026961635 0.0208963650586816 0.0157059169008971 0.0217719237424689 18.3552474545706 911.656118878056 0.0320300874763275 0.0329938887264998 0.0256157688105476 4.63218246188693 74.3583294300428 0.0064897637881048 0.0139918746036574 0.00139906955567583 12.4455145850243 434.080883070301 0.0127399893098124 0.0143540378829744 0.00840609876431639 4.91833492444166 75.7451389618627 0.0167383132060829 0.0348395537896388 0.000636588671138342 3.66049410963772 34.7392917044673 0.000270315686408084 0.00508053475091319 1.86384797530087e-05 106.402364253257 14161.5563277814 "normal"
"55" 0.636678820462691 0.184263405064577 0.665689149560117 -0.40611888924825 0.0703313937087837 0.0157697285531349 0.0165077429060857 0.015580346472917 24.7715194270031 1155.77519671171 0.0193441219704276 0.0213001607281932 0.0160092162678039 3.76445426804491 36.2013546256121 0.0164387775840379 0.0256667823857314 0.00774466004745631 5.16122920903933 79.6429542068404 0.0204943022570612 0.0214767985764425 0.0147565558273105 5.24702181701291 77.2678553174628 0.0424594655601567 0.0615790011872255 0.00588944327924439 2.14898205719243 10.1192542842245 0.000486395858184351 0.00192668318022279 2.40961856937413e-05 20.0419644524819 961.305621240352 "normal"
"56" 0.629901303356142 0.292265623095847 0.699902248289345 -0.18440027695397 -1.48259156319563 0.0117506616571259 0.0117832931488027 0.0111415007877993 4.63690841613971 50.1265340591768 0.0311265878976075 0.0492462826917566 0.0169024664348722 5.30151191421992 56.6828942010258 0.0277648001217901 0.0490458039951791 0.00289643238424279 3.35841169140121 20.1391450139789 0.0217810412764425 0.0278070116991107 0.0120893507835012 2.92530162821065 16.4955520165492 0.0714249720593991 0.131494905559054 0.0014400705331128 2.53041185043562 8.54775318215936 0.00126491012127581 0.00353208299599275 0.000126721666270776 13.8388651304919 363.675651472074 "normal"
"59" 0.61055724991854 0.223660788075866 0.656891495601173 -0.383467579335115 -0.74677819262685 0.0189239362488433 0.0152998350383204 0.0193583364495313 13.1690944877153 671.120131843872 0.0256174685088524 0.0259305115495477 0.0223701379319196 3.54410611758229 70.4796563199259 0.010364760980915 0.0186403557482002 0.00218779197951635 9.40679541156715 317.621889979745 0.0113185117580196 0.015231612468453 0.00583581285358234 3.57302047100224 29.9933381591446 0.0361587296640401 0.0609454028828982 0.00114105186593831 1.96965219169954 5.59228441066491 0.000286647025426572 0.00425410256479651 2.40961856937413e-05 101.621701989704 12107.1428412808 "normal"
"62" 0.622039556858912 0.198558854298913 0.641251221896383 -0.344456895880219 -0.133732399430113 0.0163498960245293 0.00987773877411393 0.0163016264601305 12.4708712037137 519.093129740953 0.0318994229613217 0.0286944411919161 0.0272869250351471 3.26483570601547 32.85180737309 0.01478425976035 0.0188591605442059 0.00920664107340433 4.51280526185645 83.7197555637359 0.016999400450333 0.0151925308503639 0.0154399423069804 4.22817176046128 63.7553815569542 0.130556083430263 0.137506032105498 0.0972474628366757 1.11322215962705 1.98691902554095 0.000242447515662929 0.00182212687178466 0 37.0793386443234 2447.56788543643 "normal"
"63" 0.658745193874226 0.190450479669073 0.67741935483871 -0.5178194602805 0.206878199193082 0.0184699385860054 0.0136751671062239 0.0173674972263438 11.8973599924558 484.671001799149 0.0237060791053568 0.0233202072831451 0.0197115389393973 3.85872995539656 42.1318399395243 0.0173809891213443 0.0231292983182026 0.00954757095620761 4.07919430905421 38.993576088729 0.0175787437478689 0.0184536097164587 0.013850005224719 5.50456716174292 82.1285326847833 0.0317437431669505 0.0481039083392884 0.0125358827648212 3.82346370770538 31.573814868224 0.000191410266499331 0.00172957736939301 0 72.0829599270144 8320.46136409223 "normal"
"66" 0.583098631476051 0.225512830061916 0.56891495601173 0.301723736529408 -0.760506460754161 0.0148418473099548 0.0194328623583505 0.011553310248057 9.8956676201838 240.890082628268 0.0278021018138502 0.0503263373338529 0.0110408426842164 6.14913639773712 66.0028974688627 0.0218652562815473 0.0337615451468102 0.0137250947830573 5.68875852350921 64.2218495645743 0.0416953231934802 0.0375497253469515 0.0360940399665168 5.18895014910027 46.1591621067177 0.0281661221351454 0.0424979839019089 0.0120893507835012 4.55060824788146 46.4438484449009 0.000746330020728755 0.00303154944749943 0 7.87391761989311 94.7339179588226 "normal"
"69" 0.65127468230694 0.253841151108323 0.726295210166178 -0.59421324866649 -0.841946329801843 0.0177779430749863 0.0170845357481738 0.0172110906556561 12.2491557820321 370.352795878917 0.0330136474211898 0.0387288132227313 0.0301351437645836 5.74637167564986 78.1614151413083 0.0167180329229935 0.0258403353727362 0.0108422223280047 11.2710436857056 305.71574392477 0.0246479181161327 0.0258332540981927 0.0197115389393973 4.23447468655865 37.4269183671254 0.0565409605339188 0.0727445120918054 0.0260825544713011 2.98118383133058 20.8520537278921 0.000372743526567361 0.0108314103433624 0 75.0668012079136 6289.71733419873 "normal"
"71" 0.72238110133594 0.209930478581179 0.75366568914956 -0.797965230126201 0.091923067877524 0.0207727687205304 0.0210633435002308 0.0180073831685881 8.43490266932864 148.247008633656 0.0469703512960763 0.0706091531937267 0.0323909229259949 6.01673024921374 52.4314527691359 0.0167866773359629 0.0311083944535116 0.00455598152931089 5.85623142374378 63.7991109382047 0.0143988466828923 0.0192332508795227 0.00954757095620761 5.95227364048902 68.2218914720506 0.0850274970496779 0.146827563298202 0.00788705431514685 2.70789278605356 9.40516051828344 0.000373977014737876 0.00386926165067144 0 28.4870173920332 1198.34224096099 "normal"
